simulation_time,seed,inflow_pass,inflow_exit,total_generated_vehicles,total_departed_vehicles,r_pass_departed_vehicles,r_exit_departed_vehicles,running_vehicles,exited_vehicles,canceled_vehicles,traffic volume,average_travel_time,average_r_pass_travel_time,average_r_exit_travel_time,average_speed,average_r_pass_speed,average_r_exit_speed,fairness_index,min_TTC,TET,total_collisions,total_vehicles_involved,max_tail_position
600,1,2940,1260,700,700,490,210,96,604,0,4200,78.7210264900663,72.5538283062645,94.085549132948,21.4047978165186,22.8871947617499,17.7116586061449,108,0,31.9000000000002,0,0,208.362533869976
600,2,2940,1260,700,700,490,210,88,612,0,4200,80.9895424836601,73.2165898617512,99.9415730337079,20.9513627143034,22.6657245274494,16.7714018889926,90,0,50.4000000000004,0,0,371.241393447345
600,3,2940,1260,700,700,490,210,97,603,0,4200,76.5646766169154,71.5831018518518,89.1497076023392,21.8799889413905,23.1742745361749,18.6102148071985,59,0,46.1000000000004,0,0,0
600,4,2940,1260,700,700,490,210,96,604,0,4200,77.978476821192,72.127400468384,92.0937853107344,21.5551155885251,22.9914124996863,18.0901507237463,96,0,28.7000000000001,0,0,201.185328803134
600,5,2940,1260,700,700,490,210,94,606,0,4200,80.6503300330034,73.5501176470588,97.3220994475138,21.0195816162316,22.6259555055677,17.2477092241442,124,0,30.6000000000002,0,0,242.810388351394
600,6,2940,1260,700,700,490,210,106,594,0,4200,76.9582491582492,71.7191037735849,90.0252941176471,21.8076161877513,23.1445735058474,18.4730873473233,77,0,34.8000000000002,0,0,388.948044366169
600,7,2940,1260,700,700,490,210,97,603,0,4200,79.8606965174128,73.1579439252336,96.2537142857143,21.1457573258665,22.6841210798773,17.3833591160572,81,0,32.9000000000002,0,0,229.612428884348
600,8,2940,1260,700,700,490,210,83,617,0,4200,83.1622366288493,75.8554794520548,101.041340782123,20.3609220931834,21.9227090641766,16.5393428010325,129,0,53.5000000000005,0,0,298.456629336731
600,9,2940,1260,700,700,490,210,93,607,0,4200,82.4395387149918,74.2589861751152,102.961849710983,20.7274675609056,22.4374377526415,16.4377157504237,95,0.00963356717941126,39.5000000000003,0,0,377.623240525913
600,10,2940,1260,700,700,490,210,86,614,0,4200,81.6280130293159,74.3076212471132,99.1403314917127,20.7613860690485,22.3594300492242,16.9384410777994,109,0,49.4000000000004,0,0,306.108644925789
,,,,,,,,,,,,,,,,,,,,,,,
600,5.5,2940,1260,700,700,490,210,93.6,606.4,0,4200,79.8952786493656,73.2330172708412,96.2015244915423,21.1613995913725,22.6892833282395,17.4203081342863,96.8,0.000963356717941126,39.7800000000003,0,0,262.43486325108
